平台,平台ID,C门店ID,最新评分,有订单
美团,5204032,C03999,4.4,True
美团,521988,C02515,0.0,False
美团,5223649,C03761,4.4,True
美团,5294396,C10462,4.2,True
美团,5311757,C05482,0.0,True
美团,5311764,C01088,4.4,True
美团,5311765,C01002,4.5,True
美团,5312243,C04110,4.5,True
美团,5312245,C04390,4.2,True
美团,5372312,C00412,4.5,True
美团,5373897,C04111,4.5,True
美团,5373898,C04133,4.6,False
美团,5428910,C02007,4.6,True
美团,5429258,C08570,4.5,True
美团,5473916,C11869,4.6,True
美团,5473924,C14571,0.0,False
美团,5475521,C00298,4.4,True
美团,5551664,C00820,4.5,True
美团,5590061,C03086,0.0,True
美团,5592170,C13627,4.5,True
美团,5592178,C04132,4.6,True
美团,5713992,C03601,0.0,True
美团,5760976,C04123,4.7,True
美团,5806429,C04502,4.5,True
美团,5806434,C14905,4.4,True
美团,5806525,C02810,4.7,True
美团,5839058,C02323,4.2,True
美团,5852976,C00803,0.0,True
美团,5879886,C01073,4.8,True
美团,5947507,C09375,4.4,True
美团,5994354,C04749,4.4,True
美团,5999068,C04638,0.0,False
美团,5999105,C00775,4.7,True
美团,600826,C03003,0.0,False
美团,6120463,C04946,0.0,True
美团,613509,C02783,4.1,True
美团,613513,C02805,4.1,True
美团,613515,C03121,4.7,True
美团,613522,C02395,4.5,True
美团,613527,C03031,4.2,True
美团,613547,C13122,4.7,True
美团,613603,C03052,4.7,True
美团,6153944,C01129,4.5,True
美团,6165855,C04865,4.6,True
美团,6206541,C04067,4.4,True
美团,621661,C02739,4.5,True
美团,624600,C02892,4.4,True
美团,625072,C02943,4.6,True
美团,625074,C02813,3.6,True
美团,6276372,C12685,4.3,True
美团,6276374,C05047,4.4,True
美团,646761,C02398,4.6,True
美团,6501663,C13906,4.7,True
美团,6578006,C04763,4.8,True
美团,6578007,C03773,0.0,True
美团,6578009,C05072,0.0,False
美团,6578013,C04096,4.4,True
美团,6674953,C05336,4.7,True
美团,6716478,C04926,4.8,True
美团,6716479,C04775,0.0,True
美团,6716484,C05231,4.0,True
美团,6776345,C04683,4.3,True
美团,6776350,C05128,4.1,True
美团,6776351,C12488,4.5,True
美团,6842035,C05056,4.4,True
美团,6842037,C05312,4.4,True
美团,686359,C02231,4.5,True
美团,687708,C00560,4.5,True
美团,6903798,C00407,4.5,True
美团,6904194,C05106,4.8,True
美团,6984701,C05402,4.6,True
美团,7025893,C05461,4.4,False
美团,7080227,C02001,4.2,True
美团,7080229,C04261,4.6,True
美团,7149160,C07278,0.0,False
美团,7149163,C05483,0.0,False
美团,7149293,C03897,4.1,True
美团,7225403,C09171,4.6,True
美团,7298566,C05671,4.4,True
美团,7298570,C03962,4.6,True
美团,738835,C01957,4.4,False
美团,7466934,C03626,4.3,True
美团,7467915,C05533,4.6,True
美团,7477504,C05736,4.6,True
美团,7502754,C05798,4.6,True
美团,7502761,C05840,0.0,True
美团,7537002,C13936,0.0,True
美团,7573845,C05440,0.0,False
美团,7573852,C08571,4.5,True
美团,7690707,C06071,4.6,True
美团,7717587,C05953,0.0,True
美团,7805907,C06008,4.3,True
美团,7810474,C05555,4.5,True
美团,7814540,C06126,4.6,True
美团,7828780,C03979,4.1,True
美团,7879952,C06013,4.1,True
美团,7880796,C05237,4.5,True
美团,7964709,C06353,4.1,True
美团,7980019,C06366,0.0,False
美团,8005378,C13522,4.5,True
美团,8042314,C00058,4.4,True
美团,8073992,C06117,4.5,True
美团,8113862,C06396,4.8,True
美团,813533,C14075,4.5,True
美团,8185319,C04561,4.4,True
美团,8185320,C06352,4.4,False
美团,8238146,C06388,0.0,False
美团,8317388,C05636,0.0,True
美团,8348101,C06427,4.2,True
美团,8354708,C06558,4.0,True
美团,8358043,C06403,4.6,True
美团,8370812,C06440,0.0,False
美团,8398338,C06178,0.0,False
美团,8464439,C04131,0.0,False
美团,8471115,C06724,0.0,True
美团,8516324,C05017,3.9,True
美团,8519091,C12927,4.0,False
美团,8557118,C00009,4.6,True
美团,8563969,C06259,4.1,True
美团,8578080,C06459,4.6,True
美团,8641561,C06841,4.6,True
美团,8645938,C06760,0.0,True
美团,8667166,C06702,4.6,True
美团,866887,C02849,4.4,True
美团,8697172,C00831,4.4,True
美团,8698962,C06650,4.7,True
美团,870169,C02053,4.4,True
美团,8712402,C03630,0.0,True
美团,8719943,C10074,4.5,True
美团,8745153,C06385,4.6,True
美团,8745379,C06819,4.2,True
美团,8773520,C07095,0.0,False
美团,8825286,C06087,0.0,False
美团,8841957,C02242,4.6,True
美团,886128,C09599,4.7,True
美团,8914323,C07160,4.5,True
美团,8914692,C05138,4.7,True
美团,8976726,C06480,4.3,False
美团,8991603,C07119,4.1,True
美团,8996821,C13449,4.4,True
美团,8996822,C06734,3.9,True
美团,9009268,C06082,4.2,True
美团,909081,C02257,0.0,False
美团,9104934,C07162,4.5,True
美团,9117553,C07303,4.5,True
美团,9117554,C05446,4.6,True
美团,9147156,C00727,0.0,False
美团,917091,C03037,4.5,True
美团,9176225,C07120,4.5,True
美团,9331192,C04447,4.3,True
美团,9379351,C13939,4.7,True
美团,9382449,C07887,4.5,True
美团,9389179,C07253,0.0,True
美团,9415691,C06919,0.0,True
美团,9474804,C07165,4.5,True
美团,9511530,C05052,0.0,False
美团,9511532,C05160,4.5,True
美团,9523751,C14707,4.4,True
美团,9569452,C07312,4.9,True
美团,9571549,C06720,4.3,True
美团,9579176,C07780,0.0,False
美团,9589648,C07764,4.2,True
美团,9614039,C02567,4.8,True
美团,9614040,C07856,0.0,False
美团,9614243,C14590,4.7,True
美团,9621848,C07839,4.5,True
美团,9621849,C07334,4.5,True
美团,9621947,C07582,4.5,True
美团,9693152,C07813,4.5,True
美团,9784037,C00491,0.0,True
美团,9784039,C05227,0.0,True
美团,9784042,C00495,0.0,True
美团,9784131,C11945,4.7,True
美团,9791674,C03936,4.7,True
美团,9798874,C07222,0.0,True
美团,9832139,C07812,4.3,True
淘宝,1030672,C02625,0.0,False
淘宝,1100835718,C10109,0.0,False
淘宝,1100900633,C14680,0.0,False
淘宝,1101769600,C10177,3.9,True
淘宝,1101822076,C10058,0.0,False
淘宝,1101824846,C13225,4.8,True
淘宝,1101847094,C10088,4.1,True
淘宝,1101868518,C08718,0.0,False
淘宝,1101874963,C12422,0.0,False
淘宝,1101876950,C10182,0.0,True
淘宝,1101922295,C10249,0.0,False
淘宝,1101934872,C10243,4.8,True
淘宝,1101936985,C04752,0.0,False
淘宝,1101944125,C10092,0.0,False
淘宝,1101954814,C10169,0.0,True
淘宝,1101956659,C02276,0.0,True
淘宝,1102408976,C09545,0.0,False
淘宝,1103450430,C10988,0.0,False
淘宝,1103451550,,0.0,False
淘宝,1103510051,C10300,0.0,False
淘宝,1105294510,C07072,5.0,True
淘宝,1105398288,C08729,0.0,False
淘宝,1105412710,C10183,0.0,True
淘宝,1105413182,,0.0,False
淘宝,1105413418,C13440,0.0,False
淘宝,1106084220,C00033,5.0,True
淘宝,1108536877,C10320,0.0,True
淘宝,1108551452,C00623,0.0,False
淘宝,1108576136,C10229,4.8,True
淘宝,1108595908,C00019,0.0,False
淘宝,1108615610,C10332,5.0,True
淘宝,1108746781,C07120,4.5,True
淘宝,1109380813,C10413,0.0,True
淘宝,1109390636,C00671,0.0,True
淘宝,1109724008,C10417,0.0,False
淘宝,1110043510,C10349,0.0,False
淘宝,1110749496,C06857,0.0,False
淘宝,1110772988,C10301,4.0,True
淘宝,1112297051,C10602,0.0,False
淘宝,1112405667,C13633,0.0,False
淘宝,1112408770,C01072,4.0,True
淘宝,1112425462,C11651,0.0,False
淘宝,1112440815,C02348,0.0,False
淘宝,1112447809,C05017,0.0,True
淘宝,1112455057,C10564,0.0,False
淘宝,1116447420,C10567,4.6,True
淘宝,1116947854,C10509,0.0,False
淘宝,1116953177,C00025,0.0,True
淘宝,1116985093,C09872,0.0,False
淘宝,1118408923,C10586,0.0,False
淘宝,1118663556,C10735,0.0,False
淘宝,1118664165,C10727,0.0,True
淘宝,1119789516,C10302,0.0,False
淘宝,1119837389,C10769,0.0,False
淘宝,1123078824,C00250,4.3,True
淘宝,1123078851,C00011,0.0,True
淘宝,1123085627,C07558,0.0,False
淘宝,1123085702,C00369,4.5,True
淘宝,1123272396,C01999,4.2,True
淘宝,1123307135,C00379,0.0,False
淘宝,1123314331,C10887,5.0,True
淘宝,1123319324,C04873,0.0,False
淘宝,1123333774,C10311,0.0,False
淘宝,1123365852,C01855,0.0,True
淘宝,1123369122,C10402,0.0,False
淘宝,1123375983,C07760,4.8,True
淘宝,1123375989,C00081,4.3,True
淘宝,1123997216,C10890,0.0,False
淘宝,1125553962,C11006,0.0,True
淘宝,1125559711,C04468,0.0,False
淘宝,1126035425,C10924,0.0,False
淘宝,1126046955,C00127,5.0,True
淘宝,1126056508,C06926,0.0,True
淘宝,1126072206,C10905,0.0,False
淘宝,1126074982,C03922,5.0,True
淘宝,1126214095,C10716,0.0,False
淘宝,1126701026,C10998,4.9,True
淘宝,1126701047,C10910,0.0,True
淘宝,1127403280,C07283,0.0,False
淘宝,1127627513,C11106,5.0,True
淘宝,1127670145,C00930,4.3,True
淘宝,1127675671,C00871,0.0,True
淘宝,1127705476,C11192,0.0,False
淘宝,1127835032,C03040,0.0,False
淘宝,1127862941,C04926,4.2,True
淘宝,1127905629,C02147,0.0,False
淘宝,1128135671,C11064,5.0,True
淘宝,1128299982,C10066,5.0,True
淘宝,1128299987,C11141,0.0,True
淘宝,1128314585,C05699,0.0,False
淘宝,1128316385,C11036,0.0,False
淘宝,1129072586,C11239,0.0,False
淘宝,1131389652,C02203,4.6,True
淘宝,1131400111,C11148,0.0,False
淘宝,1132501,C01936,5.0,True
淘宝,1135223405,C11218,0.0,False
淘宝,1135324934,C11241,0.0,False
淘宝,1135327420,C11205,0.0,False
淘宝,1135334774,C11124,0.0,False
淘宝,1135343034,C11077,0.0,False
淘宝,1135439025,C11224,0.0,False
淘宝,1135866603,C11201,0.0,False
淘宝,1135884571,C10981,0.0,False
淘宝,1136501508,C10992,0.0,False
淘宝,1136871,C01125,0.0,False
淘宝,1137342918,C11251,4.1,True
淘宝,1137774801,C11271,0.0,False
淘宝,1137960618,C11128,0.0,False
淘宝,1137965609,C06760,0.0,True
淘宝,1137966984,C00808,0.0,True
淘宝,1138218018,C01868,0.0,False
淘宝,1138570535,C10897,4.4,True
淘宝,1138579834,C00803,0.0,True
淘宝,1139750054,C11315,0.0,False
淘宝,1144177298,C11187,0.0,True
淘宝,1144576141,C11134,0.0,True
淘宝,1144638011,C11471,0.0,False
淘宝,1147410009,C04897,0.0,False
淘宝,1147495423,,0.0,False
淘宝,1149026294,,0.0,False
淘宝,1149095381,C11378,0.0,False
淘宝,1149116007,C11333,0.0,False
淘宝,1149145721,C13632,3.7,True
淘宝,1149286237,C08204,0.0,True
淘宝,1149374849,C10356,4.9,True
淘宝,1151000510,C11413,3.8,True
淘宝,1151041934,C11550,0.0,False
淘宝,1151156462,C11506,0.0,False
淘宝,1151223641,,0.0,False
淘宝,1151251936,C11546,0.0,False
淘宝,1151327107,C11507,0.0,False
淘宝,1152378,C01152,0.0,True
淘宝,1155275185,C04675,0.0,False
淘宝,1155319377,C11321,0.0,False
淘宝,1155340695,C11581,4.7,True
淘宝,1155350778,,0.0,False
淘宝,1155388834,C11605,0.0,False
淘宝,1155440070,C11429,0.0,False
淘宝,1155440589,C11448,0.0,False
淘宝,1155455096,C11419,0.0,False
淘宝,1155459638,C11611,0.0,False
淘宝,1155479610,C12508,0.0,False
淘宝,1155555203,C11510,0.0,False
淘宝,1157589177,C11840,0.0,False
淘宝,1157615331,C11663,0.0,False
淘宝,1157696264,C03299,0.0,True
淘宝,1157739903,C11555,0.0,False
淘宝,1157755602,C11745,0.0,True
淘宝,1157770507,C05513,0.0,False
淘宝,1157805849,C01216,4.6,True
淘宝,1157816150,C11775,0.0,False
淘宝,1157832865,C11781,0.0,False
淘宝,1157846402,C11808,0.0,False
淘宝,1157865060,C11616,0.0,False
淘宝,1157897151,C00405,5.0,True
淘宝,1157916998,C09228,0.0,False
淘宝,1161517348,C11578,0.0,False
淘宝,1161701071,C11771,4.1,True
淘宝,1161717591,C11597,0.0,False
淘宝,1161737946,C11810,5.0,True
淘宝,1161746337,C11259,0.0,False
淘宝,1161787984,C11715,0.0,False
淘宝,1161815920,C11762,4.7,True
淘宝,1161822180,,0.0,False
淘宝,1161872084,C04246,4.2,True
淘宝,1161906134,C07507,0.0,False
淘宝,1163813638,C12029,5.0,True
淘宝,1163843332,C12050,0.0,False
淘宝,1163850130,C11792,5.0,True
淘宝,1163872508,C11195,0.0,False
淘宝,1163916265,C11829,0.0,False
淘宝,1163927400,C11957,0.0,False
淘宝,1163937070,C11826,0.0,False
淘宝,1163948298,C11960,0.0,False
淘宝,1163974636,C11932,4.9,True
淘宝,1163976025,C11820,0.0,False
淘宝,1163978189,C11572,0.0,False
淘宝,1163982488,C12039,0.0,True
淘宝,1164009456,C11773,0.0,False
淘宝,1164012198,C12035,0.0,False
淘宝,1164013694,C12068,0.0,False
淘宝,1164013698,C11845,0.0,False
淘宝,1166565500,C11900,0.0,False
淘宝,1166569888,C11560,5.0,True
淘宝,1166619867,C12203,0.0,False
淘宝,1166779948,C11988,0.0,False
淘宝,1167671,C00726,5.0,True
淘宝,1168481631,C12146,0.0,False
淘宝,1168484921,C12048,0.0,False
淘宝,1168495023,C07994,0.0,False
淘宝,1168520024,C12013,0.0,False
淘宝,1168578865,C12257,0.0,True
淘宝,1168578892,C12057,3.8,True
淘宝,1168673507,C12018,0.0,False
淘宝,1168704493,C11323,0.0,False
淘宝,1168779672,C12208,0.0,False
淘宝,1170801521,C12262,0.0,False
淘宝,1170812732,C12041,0.0,False
淘宝,1170850340,C12085,0.0,True
淘宝,1170897394,C12210,0.0,True
淘宝,1170940322,C12133,3.9,True
淘宝,1170940330,C12045,3.5,True
淘宝,1170977748,C12012,0.0,False
淘宝,1171050174,C04496,0.0,False
淘宝,1171056721,C12150,0.0,False
淘宝,1171063047,C12072,0.0,False
淘宝,1172375767,C10646,0.0,True
淘宝,1172414749,C12251,0.0,True
淘宝,1172464131,C12387,0.0,True
淘宝,1172549612,C12268,0.0,False
淘宝,1172558485,C13991,0.0,False
淘宝,1172589974,C12193,0.0,False
淘宝,1172608768,C12206,0.0,False
淘宝,1172616005,C14851,4.9,True
淘宝,1172814505,C12215,0.0,True
淘宝,1174008076,C11761,0.0,True
淘宝,1174746755,C12355,0.0,False
淘宝,1174761406,C02216,0.0,True
淘宝,1174769688,C12436,0.0,False
淘宝,1174877075,C12279,4.0,True
淘宝,1174926883,C12140,0.0,False
淘宝,1175044573,C12400,0.0,False
淘宝,1176216681,C13543,5.0,True
淘宝,1176331,C01083,0.0,False
淘宝,1177229716,,0.0,False
淘宝,1177984173,C12586,0.0,False
淘宝,1177997352,C12412,0.0,False
淘宝,1178168442,C11770,5.0,True
淘宝,1178174506,C12446,0.0,False
淘宝,1178219264,C12283,0.0,False
淘宝,1178273186,C12575,4.4,True
淘宝,1178303886,C12548,0.0,False
淘宝,1178307326,C00346,0.0,False
淘宝,1178379695,C11537,0.0,False
淘宝,1178387293,C01128,0.0,True
淘宝,1178398728,C12560,0.0,False
淘宝,1180767093,C12479,5.0,True
淘宝,1180892869,C12659,0.0,False
淘宝,1180994991,C10628,4.4,True
淘宝,1183390779,C12613,0.0,True
淘宝,1183469526,C12592,0.0,False
淘宝,1184672367,C12702,0.0,False
淘宝,1184698436,C12595,4.7,True
淘宝,1187611401,C12341,0.0,False
淘宝,1187652444,C11739,0.0,True
淘宝,1188009518,C12677,0.0,False
淘宝,1188224529,C12745,0.0,False
淘宝,1189831381,C12906,0.0,False
淘宝,1189835049,C13021,0.0,False
淘宝,1190155200,C09566,0.0,False
淘宝,1193349681,C12898,5.0,True
淘宝,1194720521,,0.0,True
淘宝,1197729228,C11397,0.0,False
淘宝,1197865840,C12376,0.0,False
淘宝,1197895657,C13189,0.0,False
淘宝,1197944692,C11135,0.0,False
淘宝,1197981795,,0.0,False
淘宝,1197982150,C13272,0.0,False
淘宝,1197984823,C04225,0.0,True
淘宝,1198029929,C13220,0.0,False
淘宝,1198085195,C13179,4.5,True
淘宝,1199244043,C13170,0.0,False
淘宝,1200296204,C02665,4.6,True
淘宝,1203604786,C13247,4.5,True
淘宝,1204199722,C13066,0.0,False
淘宝,1208200141,C13295,0.0,False
淘宝,1208800714,C13409,0.0,False
淘宝,1210339756,C13207,0.0,False
淘宝,1211465915,C13486,0.0,False
淘宝,1211504502,C13359,0.0,False
淘宝,1220481,C02712,0.0,True
淘宝,1234745493,C13647,0.0,False
淘宝,1237250325,C13635,0.0,False
淘宝,1239701517,C13673,5.0,True
淘宝,1245672578,C13770,0.0,False
淘宝,1248354934,C13516,0.0,True
淘宝,1249301752,C13926,0.0,False
淘宝,1249317261,C13786,0.0,True
淘宝,1250336854,C13863,0.0,False
淘宝,1250429507,C09208,0.0,True
淘宝,1253765316,C13955,0.0,False
淘宝,1253901646,C13912,0.0,True
淘宝,1264788585,C14083,0.0,False
淘宝,1267095406,C13312,0.0,False
淘宝,1270385568,C14250,4.8,True
淘宝,1271458498,C12067,0.0,False
淘宝,1273560407,C14298,4.6,True
淘宝,1274135049,C14264,0.0,True
淘宝,1282158196,C14318,4.6,True
淘宝,1284593374,C14302,0.0,False
淘宝,1287926537,C14390,4.3,True
淘宝,1289310670,C14446,0.0,False
淘宝,1289396847,C14349,5.0,True
淘宝,1289429538,C14368,0.0,True
淘宝,1290177331,C14452,3.0,True
淘宝,1290735947,C14464,0.0,False
淘宝,1293649504,C14485,0.0,True
淘宝,1296607118,C08146,0.0,False
淘宝,1297799885,C14453,0.0,False
淘宝,1298121351,C14612,0.0,True
淘宝,1302105496,C05780,5.0,True
淘宝,1302704661,C14588,0.0,False
淘宝,1304929196,C14640,0.0,False
淘宝,1308520,C02997,0.0,False
淘宝,1310752,C02828,0.0,False
淘宝,1312766599,C14742,0.0,False
淘宝,1316209506,C00525,0.0,True
淘宝,1316324508,C13392,4.0,True
淘宝,1316330100,C14829,0.0,True
淘宝,1327932407,C15010,0.0,True
淘宝,1328120083,,0.0,False
淘宝,1335740250,C09551,4.2,True
淘宝,1337825108,C15015,4.1,True
淘宝,1338961689,C15002,4.8,True
淘宝,1347232906,C15100,4.9,True
淘宝,1348179882,C00480,0.0,True
淘宝,1348179985,C00148,5.0,True
淘宝,1379873,C02478,0.0,False
淘宝,1379876,C02872,5.0,True
淘宝,1379890,C02583,3.3,True
淘宝,1379898,C02253,0.0,True
淘宝,1379912,C03121,4.9,True
淘宝,1379939,C02210,4.5,True
淘宝,1398972,C02785,0.0,False
淘宝,1407081,,0.0,False
淘宝,1409202,C02288,4.2,True
淘宝,141740753,C09521,0.0,False
淘宝,143285409,C02066,0.0,False
淘宝,143754762,C02923,4.2,True
淘宝,1440523,C02555,4.4,True
淘宝,1442618,C01049,0.0,False
淘宝,144337846,C02335,0.0,False
淘宝,144488830,C02017,4.8,True
淘宝,144493301,C01173,4.6,True
淘宝,144621511,C00267,0.0,True
淘宝,144631778,C02299,4.7,True
淘宝,1447378,C00182,3.5,True
淘宝,1447384,C00136,0.0,False
淘宝,1447393,C00321,3.8,True
淘宝,1447398,C00170,4.8,True
淘宝,1447399,C00292,5.0,True
淘宝,1447400,C00211,4.0,True
淘宝,1447404,C00288,5.0,True
淘宝,1447418,C00312,2.8,True
淘宝,1447420,C00350,4.9,True
淘宝,1447427,C00227,3.7,True
淘宝,1447432,C00171,0.0,False
淘宝,144909683,C00230,5.0,True
淘宝,144960214,C02309,0.0,False
淘宝,145107969,C02117,0.0,False
淘宝,145565976,C13628,0.0,False
淘宝,1455706,C01095,4.2,True
淘宝,145999434,C02192,4.8,True
淘宝,150058064,C02122,0.0,False
淘宝,150853014,C01373,0.0,True
淘宝,150882725,C02542,0.0,False
淘宝,151004419,C02289,0.0,False
淘宝,151638453,C03083,0.0,False
淘宝,151638946,C02333,0.0,False
淘宝,151687196,C02386,4.8,True
淘宝,152147694,C03006,0.0,True
淘宝,152167951,C02433,0.0,False
淘宝,152215299,C02349,0.0,False
淘宝,152309048,C10403,0.0,False
淘宝,152823992,C00222,4.5,True
淘宝,1532208,C02805,4.6,True
淘宝,153889920,C01122,5.0,True
淘宝,154890437,C02978,0.0,False
淘宝,154906138,C02137,4.5,True
淘宝,155121019,C01413,5.0,True
淘宝,1552394,C02087,5.0,True
淘宝,1552403,C02395,3.2,True
淘宝,155336799,C03031,0.0,True
淘宝,155551787,C02813,4.3,True
淘宝,155679615,C02943,0.0,True
淘宝,155849148,C12566,5.0,True
淘宝,155902355,C00703,3.9,True
淘宝,156061138,C01301,4.9,True
淘宝,156129798,C02437,0.0,False
淘宝,156203734,C02195,0.0,False
淘宝,156231439,C02769,0.0,False
淘宝,156257519,C03001,0.0,False
淘宝,156822659,C02938,0.0,False
淘宝,156896891,C02342,0.0,False
淘宝,156949146,C01078,4.1,True
淘宝,157024081,C05331,0.0,False
淘宝,157081739,C12696,4.0,True
淘宝,157137947,C02456,0.0,True
淘宝,157139409,C03007,0.0,False
淘宝,157186551,C01032,0.0,False
淘宝,157407063,C07470,5.0,True
淘宝,157415878,C00385,0.0,True
淘宝,157532463,C02668,5.0,True
淘宝,157638908,C02961,0.0,False
淘宝,157699205,C03099,4.9,True
淘宝,157715649,C01121,4.1,True
淘宝,157797941,C03036,0.0,False
淘宝,157817255,C02807,4.3,True
淘宝,158798691,C00401,4.8,True
淘宝,158960376,C01972,5.0,True
淘宝,159257403,C02322,0.0,False
淘宝,159737397,C01212,0.0,False
淘宝,160269559,C15041,4.4,True
淘宝,161078688,C00841,0.0,False
淘宝,161249786,C02245,0.0,False
淘宝,161252099,C02996,0.0,False
淘宝,161264979,C02057,0.0,False
淘宝,161279764,C02043,0.0,True
淘宝,161280803,C05591,0.0,False
淘宝,161292787,C00516,0.0,True
淘宝,161314089,,0.0,False
淘宝,161408983,C07025,0.0,False
淘宝,161622283,C00846,0.0,True
淘宝,161623448,C00478,0.0,True
淘宝,161623473,C00189,3.3,True
淘宝,161623475,C02218,0.0,False
淘宝,161647570,C00173,4.8,True
淘宝,161705007,C05536,0.0,False
淘宝,161705010,C02498,3.8,True
淘宝,161752403,C03363,0.0,False
淘宝,161775691,C02858,0.0,False
淘宝,161779861,C00241,4.0,True
淘宝,161779862,C00412,5.0,True
淘宝,161779863,C00007,5.0,True
淘宝,161792169,,0.0,False
淘宝,161816936,C00125,5.0,True
淘宝,161851621,C03188,0.0,True
淘宝,161858452,C02941,0.0,False
淘宝,161867843,C02479,0.0,False
淘宝,161867926,C03126,0.0,False
淘宝,161872787,C03610,0.0,False
淘宝,161891393,C09903,0.0,False
淘宝,161891404,C02397,0.0,False
淘宝,161891411,C03057,0.0,False
淘宝,161891417,C02233,0.0,False
淘宝,162212298,C08570,5.0,True
淘宝,162646958,C03407,0.0,False
淘宝,162646961,C03791,0.0,False
淘宝,162646975,C03843,0.0,False
淘宝,162646976,C03818,0.0,False
淘宝,162850829,C02688,0.0,False
淘宝,162850835,C03463,4.8,True
淘宝,162850842,C00046,4.2,True
淘宝,162850851,C09599,0.0,True
淘宝,162850853,C10127,0.0,False
淘宝,162850855,C02236,5.0,True
淘宝,162850856,C03726,0.0,False
淘宝,162957314,C04051,0.0,False
淘宝,162957316,C13239,0.0,False
淘宝,162997569,C02003,4.0,True
淘宝,163032369,C04062,0.0,False
淘宝,163032370,C04077,0.0,False
淘宝,163078612,C04169,0.0,True
淘宝,163078615,C02120,5.0,True
淘宝,163078617,C03978,5.0,True
淘宝,163220130,C03947,0.0,True
淘宝,163220132,C04101,0.0,False
淘宝,163220140,C14999,0.0,False
淘宝,163772046,C03761,5.0,True
淘宝,164054375,C04133,0.0,False
淘宝,164159914,C00732,4.0,True
淘宝,164160240,C11274,0.0,False
淘宝,164160241,C02826,0.0,True
淘宝,164160245,C04390,5.0,True
淘宝,164160248,C04045,0.0,False
淘宝,164171748,C04111,4.3,True
淘宝,164172078,C04110,0.0,True
淘宝,164594659,C02380,0.0,False
淘宝,164758715,C04379,0.0,False
淘宝,164758720,C03765,5.0,True
淘宝,164758725,C09622,0.0,False
淘宝,164767753,C04203,4.9,True
淘宝,164767754,C04367,0.0,False
淘宝,166218290,C01851,0.0,False
淘宝,166347954,C04328,0.0,False
淘宝,166862349,C03897,4.6,True
淘宝,166878222,C13627,5.0,True
淘宝,166878229,C03821,0.0,False
淘宝,166878234,C04345,0.0,False
淘宝,166878253,C04132,5.0,True
淘宝,166991251,C02810,4.3,True
淘宝,166991254,C04123,4.6,True
淘宝,166991264,C14905,4.8,True
淘宝,167236942,C04502,2.0,True
淘宝,167236944,C04000,0.0,False
淘宝,167447744,C02007,4.9,True
淘宝,167535057,C06017,3.7,True
淘宝,167541410,C04519,0.0,False
淘宝,167691366,C04450,5.0,True
淘宝,167691384,C01088,4.7,True
淘宝,167691391,C09375,5.0,True
淘宝,167705868,C04740,0.0,False
淘宝,168034780,C04638,0.0,False
淘宝,168034790,C03173,5.0,True
淘宝,168036482,C05059,0.0,False
淘宝,168463116,C00996,0.0,False
淘宝,169775532,,0.0,False
淘宝,170363346,C01055,0.0,True
淘宝,170672528,C03773,3.6,True
淘宝,170909943,C05308,0.0,False
淘宝,171030267,C05357,0.0,False
淘宝,171046818,C05155,0.0,False
淘宝,171046820,C05072,0.0,False
淘宝,171048004,C04633,0.0,False
淘宝,171123829,C07217,0.0,True
淘宝,171174246,C05302,0.0,False
淘宝,171181468,C02249,0.0,False
淘宝,171181474,C03636,0.0,False
淘宝,171181477,C02551,0.0,False
淘宝,171181485,C02075,0.0,False
淘宝,171350537,C01248,4.8,True
淘宝,171356070,C14651,0.0,True
淘宝,171404274,C05402,5.0,True
淘宝,171404301,C05016,0.0,False
淘宝,171404332,C05387,0.0,False
淘宝,171477643,C05953,0.0,True
淘宝,172233235,C12685,0.0,True
淘宝,172424513,C02843,0.0,False
淘宝,172782761,C05237,5.0,True
淘宝,172985252,C05047,4.7,True
淘宝,172985253,C07075,0.0,False
淘宝,172985256,C05569,0.0,True
淘宝,173007910,C13936,4.9,True
淘宝,173066420,C01139,5.0,True
淘宝,173147479,C05843,0.0,False
淘宝,173437982,C01100,0.0,False
淘宝,173584365,C04131,0.0,False
淘宝,174059262,C01403,0.0,True
淘宝,174073622,C05403,0.0,False
淘宝,174073629,C05483,0.0,False
淘宝,174073642,C02328,0.0,False
淘宝,174073653,C02049,4.4,True
淘宝,174074075,C05457,0.0,False
淘宝,174357098,C00298,4.7,True
淘宝,1779081,C02683,4.3,True
淘宝,1795721,C00696,4.7,True
淘宝,1795726,C00986,0.0,True
淘宝,1795737,C00927,4.3,True
淘宝,1799246,C02936,0.0,False
淘宝,1807404,C03063,0.0,False
淘宝,1810051,C03032,0.0,False
淘宝,1848551,C02829,0.0,False
淘宝,1925002,C00712,4.4,True
淘宝,1925021,C00786,0.0,False
淘宝,1925039,C01190,0.0,True
淘宝,1925044,C01167,4.7,True
淘宝,1925046,C01162,0.0,False
淘宝,1933800,C02521,0.0,False
淘宝,1933801,C02082,4.3,True
淘宝,1992131,C01306,0.0,False
淘宝,2000518292,C05555,0.0,True
淘宝,2001035443,C04258,0.0,False
淘宝,2001250467,C02535,0.0,True
淘宝,2001264255,C06423,4.7,True
淘宝,2001509509,C05191,0.0,False
淘宝,2001514807,C05231,0.0,True
淘宝,2019299,C02232,0.0,False
淘宝,2019431294,C06071,0.0,True
淘宝,2032043884,C05989,0.0,False
淘宝,2032056684,C06443,0.0,False
淘宝,2032095380,C06357,0.0,False
淘宝,2032443352,C07065,0.0,False
淘宝,2032453170,C12927,0.0,False
淘宝,2032761591,C03579,0.0,False
