平台,C门店ID,平台ID,最新评分,均值评分,最新店铺分,记录数
淘宝,C11572,1163978189,0.0,0.0,,10
淘宝,C11578,1161517348,0.0,0.0,,15
淘宝,C11581,1155340695,4.7,4.793333333333333,,30
淘宝,C11596,510198800,4.5,4.533333333333333,,30
淘宝,C11597,1161717591,0.0,0.0,,5
淘宝,C11608,509999461,0.0,0.0,,10
淘宝,C11640,510170129,4.7,4.616666666666666,,30
淘宝,C11642,539210585,0.0,0.0,,30
淘宝,C11677,510505619,0.0,0.0,,8
淘宝,C11717,513978008,0.0,0.0,,4
淘宝,C11721,2096653992,0.0,0.0,,12
淘宝,C11723,511642542,0.0,0.0,,30
淘宝,C11739,1187652444,0.0,0.0,,30
淘宝,C11745,1157755602,0.0,0.0,,30
淘宝,C11761,1174008076,0.0,0.0,,30
淘宝,C11762,1161815920,4.7,4.6066666666666665,,30
淘宝,C11770,1178168442,5.0,5.0,,30
淘宝,C11771,1161701071,4.1,4.293333333333334,,30
淘宝,C11792,1163850130,5.0,5.0,,30
淘宝,C11810,1161737946,5.0,4.97,,30
淘宝,C11819,519256261,5.0,1.6666666666666667,,30
淘宝,C11840,1157589177,0.0,0.0,,15
淘宝,C11842,532975032,0.0,0.0,,6
淘宝,C11845,1164013698,0.0,0.0,,3
淘宝,C11850,510208691,4.5,4.5,,21
淘宝,C11869,2057156028,5.0,4.5600000000000005,,30
淘宝,C11873,510557424,0.0,0.0,,3
淘宝,C11878,533940349,0.0,0.0,,30
淘宝,C11889,507465707,0.0,0.0,,30
淘宝,C11896,529390306,0.0,0.0,,30
淘宝,C11932,1163974636,4.9,4.86,,30
淘宝,C11945,305198405,4.6,4.646666666666666,,30
淘宝,C12005,511100561,0.0,0.0,,4
淘宝,C12029,1163813638,5.0,4.333333333333333,,30
淘宝,C12033,500677511,4.5,4.46,,30
淘宝,C12039,1163982488,0.0,0.0,,30
淘宝,C12045,1170940330,3.5,3.56,,30
淘宝,C12057,1168578892,3.8,3.7199999999999998,,30
淘宝,C12068,1164013694,0.0,0.0,,28
淘宝,C12072,1171063047,0.0,0.0,,27
淘宝,C12078,509949333,5.0,5.0,,30
淘宝,C12079,524680111,4.0,4.406666666666666,,30
淘宝,C12085,1170850340,0.0,0.0,,30
淘宝,C12086,510804639,5.0,4.966666666666667,,30
淘宝,C12097,511096291,5.0,4.91,,30
淘宝,C12119,512756654,0.0,0.47000000000000003,,30
淘宝,C12133,1170940322,3.9,4.083333333333333,,30
淘宝,C12146,1168481631,0.0,0.0,,5
淘宝,C12193,1172589974,0.0,0.0,,1
淘宝,C12203,1166619867,0.0,0.0,,3
淘宝,C12210,1170897394,0.0,0.0,,30
淘宝,C12211,300663246,0.0,0.0,,3
淘宝,C12215,1172814505,0.0,3.18,,30
淘宝,C12240,2090407233,0.0,0.0,,30
淘宝,C12241,511676958,0.0,0.0,,11
淘宝,C12251,1172414749,0.0,0.0,,30
淘宝,C12257,1168578865,0.0,0.0,,30
淘宝,C12279,1174877075,4.0,4.116666666666666,,30
淘宝,C12302,511825148,0.0,0.0,,30
淘宝,C12377,1172558485,0.0,0.0,,9
淘宝,C12387,1172464131,0.0,0.0,,29
淘宝,C12452,512420317,5.0,4.983333333333333,,30
淘宝,C12479,1180767093,5.0,4.906666666666666,,30
淘宝,C12488,501120468,2.8,2.6666666666666665,,30
淘宝,C12505,512977554,4.6,4.486666666666666,,30
淘宝,C12509,512527673,0.0,0.0,,27
淘宝,C12539,512819213,0.0,0.0,,1
淘宝,C12548,1178303886,0.0,0.0,,5
淘宝,C12566,155849148,5.0,5.0,,30
淘宝,C12575,1178273186,4.4,4.433333333333334,,30
淘宝,C12578,512950527,0.0,0.0,,4
淘宝,C12581,517700828,5.0,5.0,,30
淘宝,C12595,1184698436,4.7,4.6066666666666665,,30
淘宝,C12610,513990187,0.0,0.0,,20
淘宝,C12612,517070052,0.0,0.0,,11
淘宝,C12613,1183390779,0.0,0.0,,30
淘宝,C12617,515086076,0.0,0.0,,10
淘宝,C12658,513504211,0.0,0.5555555555555556,,9
淘宝,C12659,1180892869,0.0,0.0,,4
淘宝,C12677,1188009518,0.0,0.0,,5
淘宝,C12685,172233235,0.0,0.0,,30
淘宝,C12696,157081739,4.0,3.646666666666667,,30
淘宝,C12697,513534791,0.0,0.0,,3
淘宝,C12709,513976446,4.8,4.97,,30
淘宝,C12729,514040109,0.0,0.0,,27
淘宝,C12745,1188224529,0.0,0.0,,12
淘宝,C12767,515150413,0.0,0.0,,29
淘宝,C12886,515046191,5.0,4.173333333333334,,30
淘宝,C12898,1193349681,5.0,4.4399999999999995,,30
淘宝,C12906,1189831381,0.0,0.0,,4
淘宝,C12908,513936890,4.8,3.3333333333333335,,30
淘宝,C12909,515076167,0.0,0.0,,27
淘宝,C12927,2032453170,0.0,0.0,,27
淘宝,C12935,520145018,4.9,4.8966666666666665,,30
淘宝,C12949,514946327,4.4,4.546666666666667,,30
淘宝,C12970,515137101,0.0,0.0,,30
淘宝,C13019,515001072,0.0,0.0,,25
淘宝,C13066,1204199722,0.0,0.0,,2
淘宝,C13067,515385220,0.0,0.0,,30
淘宝,C13068,2062082165,4.4,4.27,,30
淘宝,C13103,514846098,4.4,4.416666666666667,,30
淘宝,C13117,361331,4.8,4.84,,30
淘宝,C13122,672580,3.7,4.183333333333334,,30
淘宝,C13141,503419237,0.0,0.0,,15
淘宝,C13148,514962142,0.0,0.0,,4
淘宝,C13153,518165293,0.0,0.0,,27
淘宝,C13162,516185353,0.0,0.0,,8
淘宝,C13167,520675575,0.0,0.0,,2
淘宝,C13168,517095273,0.0,0.0,,2
淘宝,C13169,517797339,0.0,0.0,,2
淘宝,C13175,518180173,5.0,5.0,,30
淘宝,C13177,517890057,4.2,4.1899999999999995,,30
淘宝,C13179,1198085195,4.5,4.883333333333334,,30
淘宝,C13207,1210339756,0.0,0.0,,25
淘宝,C13219,522938942,0.0,0.0,,28
淘宝,C13225,1101824846,4.8,4.77,,30
淘宝,C13241,517772247,0.0,0.0,,30
淘宝,C13247,1203604786,4.5,4.55,,30
淘宝,C13263,517086449,0.0,0.0,,2
淘宝,C13283,505310792,0.0,0.0,,6
淘宝,C13303,518280937,0.0,0.0,,12
淘宝,C13310,517848422,0.0,0.0,,30
淘宝,C13333,517035908,0.0,0.0,,27
淘宝,C13357,518382375,5.0,5.0,,30
淘宝,C13359,1211504502,0.0,0.0,,3
淘宝,C13362,516942263,4.8,4.596666666666667,,30
淘宝,C13371,2137028420,5.0,5.0,,30
淘宝,C13392,1316324508,4.0,3.0,,30
淘宝,C13423,522265361,0.0,0.0,,21
淘宝,C13427,526705338,0.0,0.6666666666666666,,30
淘宝,C13430,517077820,0.0,0.0,,11
淘宝,C13437,517167469,5.0,4.333333333333333,,30
淘宝,C13439,517172120,5.0,4.9399999999999995,,30
淘宝,C13443,517721568,0.0,0.65,,30
淘宝,C13447,528910337,3.5,3.5933333333333333,,30
淘宝,C13449,2077292205,0.0,0.0,,30
淘宝,C13470,517077998,0.0,0.0,,5
淘宝,C13509,520515939,4.0,4.1466666666666665,,30
淘宝,C13513,541811981,4.7,4.9,,30
淘宝,C13516,1248354934,0.0,0.0,,30
淘宝,C13521,519446024,0.0,0.0,,27
淘宝,C13522,2036835440,0.0,0.0,,30
淘宝,C13543,1176216681,5.0,5.0,,30
淘宝,C13549,517008288,0.0,0.0,,9
淘宝,C13551,520450481,0.0,0.0,,10
淘宝,C13559,516927991,0.0,0.0,,7
淘宝,C13562,520510465,4.1,1.64,,30
淘宝,C13582,2139545343,4.8,4.746666666666667,,30
淘宝,C13586,522317169,0.0,0.0,,30
淘宝,C13590,521520021,3.2,1.8366666666666667,,30
淘宝,C13595,516988224,5.0,5.0,,12
淘宝,C13598,522395517,0.0,0.0,,30
淘宝,C13618,520705068,0.0,3.743333333333333,,30
淘宝,C13622,520545381,0.0,0.0,,3
淘宝,C13627,166878222,5.0,3.1666666666666665,,30
淘宝,C13628,145565976,0.0,0.0,,11
淘宝,C13629,521115932,0.0,0.0,,11
淘宝,C13632,1149145721,3.7,3.7933333333333334,,30
淘宝,C13643,534050308,0.0,0.0,,30
淘宝,C13648,521115935,0.0,0.0,,27
淘宝,C13673,1239701517,5.0,5.0,,30
淘宝,C13678,521145187,5.0,5.0,,30
淘宝,C13713,522232127,0.0,0.0,,4
淘宝,C13716,521470472,5.0,5.0,,30
淘宝,C13721,520600978,0.0,0.0,,18
淘宝,C13745,520555918,4.5,4.416666666666667,,30
淘宝,C13747,521595814,4.9,4.9366666666666665,,30
淘宝,C13765,522255216,0.0,0.0,,1
淘宝,C13781,521145980,0.0,0.0,,30
淘宝,C13786,1249317261,0.0,0.0,,30
淘宝,C13793,523550134,0.0,0.0,,19
淘宝,C13803,522360190,0.0,0.0,,27
淘宝,C13822,522337170,4.9,4.890000000000001,,30
淘宝,C13823,531096193,0.0,0.0,,30
淘宝,C13826,522335220,0.0,0.0,,30
淘宝,C13829,522790090,0.0,0.0,,20
淘宝,C13877,522205204,4.8,4.506666666666666,,30
淘宝,C13893,522265549,4.3,3.7666666666666666,,30
淘宝,C13901,522287165,0.0,0.0,,1
淘宝,C13906,500943648,4.2,1.82,,30
淘宝,C13912,1253901646,0.0,0.0,,30
淘宝,C13913,523675771,4.8,4.67,,30
淘宝,C13936,173007910,4.9,4.88,,30
淘宝,C13939,2044355483,0.0,0.0,,30
淘宝,C13946,509934045,0.0,0.0,,8
淘宝,C13950,540815610,0.0,0.0,,1
淘宝,C13951,2098826484,0.0,1.7933333333333332,,30
淘宝,C13955,1253765316,0.0,0.0,,2
淘宝,C13968,534532806,0.0,1.0,,30
淘宝,C13970,522252269,4.8,4.25,,30
淘宝,C14003,524390087,0.0,0.0,,30
淘宝,C14018,524675144,0.0,0.0,,5
淘宝,C14033,524731442,0.0,0.0,,30
淘宝,C14039,525095784,0.0,1.1166666666666667,,30
淘宝,C14042,504312136,0.0,0.0,,18
淘宝,C14046,524911306,4.4,3.5200000000000005,,30
淘宝,C14057,524735122,0.0,0.0,,9
淘宝,C14063,529359421,0.0,0.0,,24
淘宝,C14073,531355693,0.0,0.0,,30
淘宝,C14113,524896394,0.0,0.0,,27
淘宝,C14117,525375559,0.0,0.0,,5
淘宝,C14117,541766629,4.3,4.443333333333333,,30
淘宝,C14163,524766495,0.0,0.0,,6
淘宝,C14189,526790221,4.9,4.9,,30
淘宝,C14196,525840059,0.0,0.0,,30
淘宝,C14198,526815211,0.0,0.0,,26
淘宝,C14250,1270385568,4.8,4.746666666666667,,30
淘宝,C14264,1274135049,0.0,0.0,,30
淘宝,C14268,527416100,0.0,0.0,,13
淘宝,C14277,528745377,5.0,5.0,,30
淘宝,C14297,525067813,4.7,4.496666666666667,,30
淘宝,C14298,1273560407,4.6,4.626666666666666,,30
淘宝,C14299,527056533,0.0,0.5,,30
淘宝,C14307,529641025,0.0,0.0,,30
淘宝,C14318,1282158196,4.6,4.83,,30
淘宝,C14321,528900349,0.0,0.0,,27
淘宝,C14326,521507703,0.0,0.0,,4
淘宝,C14345,528821227,0.0,0.0,,30
淘宝,C14347,528915360,4.3,3.5233333333333334,,30
淘宝,C14349,1289396847,5.0,5.0,,30
淘宝,C14358,529315253,0.0,0.0,,6
淘宝,C14368,1289429538,0.0,3.606666666666667,,30
淘宝,C14381,528855454,0.0,0.0,,30
淘宝,C14390,1287926537,4.3,4.503333333333333,,30
淘宝,C14409,528831213,0.0,1.48,,25
淘宝,C14433,529860686,0.0,0.0,,2
淘宝,C14446,1289310670,0.0,0.0,,27
淘宝,C14452,1290177331,3.0,3.35,,30
淘宝,C14453,1297799885,0.0,0.0,,26
淘宝,C14463,534565008,0.0,0.0,,28
淘宝,C14464,1290735947,0.0,0.0,,5
淘宝,C14481,540970704,0.0,0.0,,12
淘宝,C14485,1293649504,0.0,0.0,,30
淘宝,C14489,531430112,4.0,0.9333333333333333,,30
淘宝,C14530,530650226,0.0,0.0,,27
淘宝,C14538,506343002,4.4,4.3100000000000005,,30
淘宝,C14543,534295003,0.0,0.0,,30
淘宝,C14546,529971123,0.0,0.0,,23
淘宝,C14559,532670007,4.8,4.806666666666667,,30
淘宝,C14568,531195886,0.0,0.0,,30
淘宝,C14569,532250169,0.0,0.0,,30
淘宝,C14572,2139523061,4.5,4.58,,30
淘宝,C14588,1302704661,0.0,0.0,,18
淘宝,C14590,501131533,4.3,4.316666666666666,,30
淘宝,C14603,533690027,0.0,0.0,,30
淘宝,C14605,534110013,0.0,0.0,,1
淘宝,C14612,1298121351,0.0,0.0,,30
淘宝,C14616,531560937,0.0,0.0,,30
淘宝,C14627,410317,0.0,0.0,,30
淘宝,C14633,305230464,0.0,0.0,,30
淘宝,C14640,1304929196,0.0,0.0,,24
淘宝,C14646,533880370,0.0,0.0,,1
淘宝,C14651,171356070,0.0,0.0,,30
淘宝,C14661,536466974,0.0,0.0,,30
淘宝,C14662,537125025,0.0,0.0,,28
淘宝,C14665,534990236,0.0,0.0,,23
淘宝,C14668,536940485,0.0,0.0,,27
淘宝,C14673,536926930,0.0,0.0,,22
淘宝,C14698,536280021,0.0,0.0,,27
淘宝,C14707,500652596,0.0,0.0,,30
淘宝,C14708,535198158,0.0,0.0,,26
淘宝,C14709,536960445,4.9,4.983333333333333,,30
淘宝,C14720,536495326,0.0,0.0,,11
淘宝,C14725,537055309,0.0,0.0,,30
淘宝,C14731,536975213,4.8,4.73,,30
淘宝,C14737,536495325,0.0,0.0,,5
淘宝,C14739,536506881,0.0,0.0,,4
淘宝,C14742,1312766599,0.0,0.0,,27
淘宝,C14755,537317800,0.0,0.0,,27
淘宝,C14779,538425032,0.0,0.0,,15
淘宝,C14793,538445431,4.9,4.88,,30
淘宝,C14803,538430213,4.7,4.48,,30
淘宝,C14829,1316330100,0.0,0.0,,30
淘宝,C14851,1172616005,4.9,4.863333333333333,,30
淘宝,C14861,540955999,0.0,0.0,,13
淘宝,C14862,540655125,0.0,0.0,,30
淘宝,C14873,2096047929,0.0,0.0,,22
淘宝,C14905,166991264,4.8,4.863333333333333,,30
淘宝,C14906,540951920,4.9,4.8966666666666665,,30
淘宝,C14927,541805425,0.0,0.0,,8
淘宝,C14930,541795907,0.0,0.0,,26
淘宝,C14949,541775787,0.0,0.0,,30
淘宝,C14957,541441951,0.0,0.0,,25
淘宝,C14966,1328120083,0.0,0.0,,19
淘宝,C14978,541586815,0.0,0.0,,27
淘宝,C14990,543746015,5.0,5.0,,30
淘宝,C14991,541566552,4.0,4.22,,30
淘宝,C14996,542855199,0.0,2.8333333333333335,,30
淘宝,C14998,540972624,4.4,4.92,,30
淘宝,C14999,163220140,0.0,0.3333333333333333,,15
淘宝,C15001,541891976,0.0,0.0,,30
淘宝,C15002,1338961689,4.8,4.803333333333333,,30
淘宝,C15009,543460630,4.9,4.866666666666666,,30
淘宝,C15010,1327932407,0.0,0.0,,30
淘宝,C15015,1337825108,4.1,4.373333333333333,,30
淘宝,C15017,543751275,0.0,0.0,,30
淘宝,C15018,542900834,0.0,0.0,,30
淘宝,C15019,541833207,4.8,4.84,,30
淘宝,C15100,1347232906,4.9,4.9,,30
淘宝,C15130,543746824,5.0,1.6666666666666667,,30
淘宝,,1100835718,0.0,0.0,,6
淘宝,,1100900633,0.0,0.0,,2
淘宝,,1101822076,0.0,0.0,,1
淘宝,,1101868518,0.0,0.0,,1
淘宝,,1101874963,0.0,0.0,,8
淘宝,,1101922295,0.0,0.0,,2
淘宝,,1101936985,0.0,0.0,,1
淘宝,,1101944125,0.0,0.0,,1
淘宝,,1102408976,0.0,0.0,,2
淘宝,,1103450430,0.0,0.0,,7
淘宝,,1103451550,0.0,0.0,,1
淘宝,,1103510051,0.0,0.0,,2
淘宝,,1105413182,0.0,0.0,,1
淘宝,,1105413418,0.0,0.0,,1
淘宝,,1108551452,0.0,0.0,,2
淘宝,,1108595908,0.0,0.0,,1
淘宝,,1112297051,0.0,0.0,,1
淘宝,,1112405667,0.0,0.0,,5
淘宝,,1112425462,0.0,0.0,,1
淘宝,,1112440815,0.0,0.0,,1
淘宝,,1112455057,0.0,0.0,,2
淘宝,,1116947854,0.0,0.0,,1
淘宝,,1116985093,0.0,0.0,,1
淘宝,,1118408923,0.0,0.0,,1
淘宝,,1118663556,0.0,0.0,,1
淘宝,,1119789516,0.0,0.0,,2
淘宝,,1123085627,0.0,0.0,,3
淘宝,,1123319324,0.0,0.0,,1
淘宝,,1123333774,0.0,0.0,,2
淘宝,,1123369122,0.0,0.0,,1
淘宝,,1123997216,0.0,0.0,,2
淘宝,,1125559711,0.0,0.0,,2
淘宝,,1126035425,0.0,0.0,,3
淘宝,,1126072206,0.0,0.0,,1
淘宝,,1126214095,0.0,0.0,,1
淘宝,,1126701047,0.0,0.0,,30
淘宝,,1127403280,0.0,0.0,,1
淘宝,,1127705476,0.0,0.0,,2
淘宝,,1127835032,0.0,0.0,,2
淘宝,,1127905629,0.0,0.0,,1
淘宝,,1128316385,0.0,0.0,,1
淘宝,,1129072586,0.0,0.0,,1
淘宝,,1131400111,0.0,0.0,,1
淘宝,,1135223405,0.0,0.0,,3
淘宝,,1135324934,0.0,0.0,,3
淘宝,,1135327420,0.0,0.0,,2
淘宝,,1135334774,0.0,0.0,,2
淘宝,,1135439025,0.0,0.0,,1
淘宝,,1135866603,0.0,0.0,,2
淘宝,,1136501508,0.0,0.0,,3
淘宝,,1137774801,0.0,0.0,,1
淘宝,,1138218018,0.0,0.0,,1
淘宝,,1139750054,0.0,0.0,,4
淘宝,,1144638011,0.0,0.0,,1
淘宝,,1147410009,0.0,0.0,,1
淘宝,,1147495423,0.0,0.0,,5
淘宝,,1149026294,0.0,0.0,,3
淘宝,,1149095381,0.0,0.0,,3
淘宝,,1149116007,0.0,0.0,,1
淘宝,,1151041934,0.0,0.0,,1
淘宝,,1151156462,0.0,0.0,,20
淘宝,,1151223641,0.0,0.0,,1
淘宝,,1151251936,0.0,0.0,,3
淘宝,,1151327107,0.0,0.0,,8
淘宝,,1155319377,0.0,0.0,,1
淘宝,,1155350778,0.0,0.0,,5
淘宝,,1155388834,0.0,0.0,,2
淘宝,,1155440070,0.0,0.0,,1
淘宝,,1155440589,0.0,0.0,,1
淘宝,,1155455096,0.0,0.0,,1
淘宝,,1155459638,0.0,0.0,,3
淘宝,,1155479610,0.0,0.0,,2
淘宝,,1155555203,0.0,0.0,,1
淘宝,,1157615331,0.0,0.0,,1
淘宝,,1157739903,0.0,0.0,,2
淘宝,,1157816150,0.0,0.0,,8
淘宝,,1157832865,0.0,0.0,,4
淘宝,,1157846402,0.0,0.0,,3
淘宝,,1157865060,0.0,0.0,,2
淘宝,,1157916998,0.0,0.0,,1
淘宝,,1161787984,0.0,0.0,,6
淘宝,,1161822180,0.0,0.0,,1
淘宝,,1161906134,0.0,0.0,,1
淘宝,,1163843332,0.0,0.0,,4
淘宝,,1163872508,0.0,0.0,,1
淘宝,,1163916265,0.0,0.0,,4
淘宝,,1163927400,0.0,0.0,,3
淘宝,,1163937070,0.0,0.0,,1
淘宝,,1163948298,0.0,0.0,,3
淘宝,,1163976025,0.0,0.0,,4
淘宝,,1164009456,0.0,0.0,,1
淘宝,,1164012198,0.0,0.0,,9
淘宝,,1166565500,0.0,0.0,,1
淘宝,,1166779948,0.0,0.0,,1
淘宝,,1168484921,0.0,0.0,,3
淘宝,,1168495023,0.0,0.0,,24
淘宝,,1168520024,0.0,0.0,,6
淘宝,,1168673507,0.0,0.0,,2
淘宝,,1168704493,0.0,0.0,,1
淘宝,,1168779672,0.0,0.0,,1
淘宝,,1170801521,0.0,0.0,,3
淘宝,,1170812732,0.0,0.0,,2
淘宝,,1170977748,0.0,0.0,,1
淘宝,,1171056721,0.0,0.0,,2
淘宝,,1172549612,0.0,0.0,,1
淘宝,,1172608768,0.0,0.0,,1
淘宝,,1174746755,0.0,0.0,,4
淘宝,,1174769688,0.0,0.0,,1
淘宝,,1174926883,0.0,0.0,,2
淘宝,,1175044573,0.0,0.0,,2
淘宝,,1177229716,0.0,0.0,,1
淘宝,,1177984173,0.0,0.0,,1
淘宝,,1177997352,0.0,0.0,,1
淘宝,,1178174506,0.0,0.0,,1
淘宝,,1178219264,0.0,0.0,,1
淘宝,,1178398728,0.0,0.0,,2
淘宝,,1183469526,0.0,0.0,,1
淘宝,,1184672367,0.0,0.0,,1
淘宝,,1187611401,0.0,0.0,,1
淘宝,,1189835049,0.0,0.0,,1
淘宝,,1194720521,0.0,0.0,,22
淘宝,,1197865840,0.0,0.0,,1
淘宝,,1197895657,0.0,0.0,,1
淘宝,,1197944692,0.0,0.0,,1
淘宝,,1197981795,0.0,0.0,,2
淘宝,,1197982150,0.0,0.0,,2
淘宝,,1198029929,0.0,0.0,,4
淘宝,,1199244043,0.0,0.0,,2
淘宝,,1208200141,0.0,0.0,,3
淘宝,,1208800714,0.0,0.0,,1
淘宝,,1211465915,0.0,0.0,,1
淘宝,,1234745493,0.0,0.0,,3
淘宝,,1237250325,0.0,0.0,,1
淘宝,,1245672578,0.0,0.0,,1
淘宝,,1249301752,0.0,0.0,,1
淘宝,,1250336854,0.0,0.0,,1
淘宝,,1264788585,0.0,0.0,,2
淘宝,,1267095406,0.0,0.0,,1
淘宝,,1271458498,0.0,0.0,,4
淘宝,,1284593374,0.0,0.0,,3
淘宝,,1310752,0.0,0.0,,2
淘宝,,1379873,0.0,0.0,,4
淘宝,,1398972,0.0,0.0,,1
淘宝,,1407081,0.0,0.0,,4
淘宝,,141740753,0.0,0.0,,4
淘宝,,143285409,0.0,0.0,,2
淘宝,,1442618,0.0,0.0,,1
淘宝,,144337846,0.0,0.0,,2
淘宝,,1447384,0.0,0.0,,1
淘宝,,144960214,0.0,0.0,,1
淘宝,,145107969,0.0,0.0,,2
淘宝,,150058064,0.0,0.0,,2
淘宝,,151004419,0.0,0.0,,5
淘宝,,151638453,0.0,0.0,,2
淘宝,,152167951,0.0,0.0,,2
淘宝,,152309048,0.0,0.0,,4
淘宝,,156257519,0.0,0.0,,1
淘宝,,157186551,0.0,0.0,,30
淘宝,,157638908,0.0,0.0,,4
淘宝,,157797941,0.0,0.0,,7
淘宝,,159257403,0.0,0.0,,2
淘宝,,159737397,0.0,0.0,,3
淘宝,,161252099,0.0,0.0,,1
淘宝,,161264979,0.0,0.0,,1
淘宝,,161280803,0.0,0.0,,3
淘宝,,161314089,0.0,0.0,,1
淘宝,,161408983,0.0,0.0,,1
淘宝,,161705007,0.0,0.0,,3
淘宝,,161752403,0.0,0.0,,1
淘宝,,161792169,0.0,0.0,,1
淘宝,,161858452,0.0,0.0,,1
淘宝,,161867843,0.0,0.0,,5
淘宝,,161872787,0.0,0.0,,1
淘宝,,161891393,0.0,0.0,,6
淘宝,,161891404,0.0,0.0,,1
淘宝,,161891411,0.0,0.0,,4
淘宝,,161891417,0.0,0.0,,1
淘宝,,162646961,0.0,0.0,,1
淘宝,,162646975,0.0,0.0,,2
淘宝,,162850853,0.0,0.0,,1
淘宝,,162850856,0.0,0.0,,1
淘宝,,162957314,0.0,0.0,,1
淘宝,,162957316,0.0,0.0,,3
淘宝,,163032369,0.0,0.0,,5
淘宝,,163032370,0.0,0.0,,3
淘宝,,164160248,0.0,0.0,,1
淘宝,,164594659,0.0,0.0,,2
淘宝,,164758725,0.0,0.0,,1
淘宝,,164767754,0.0,0.0,,1
淘宝,,166347954,0.0,0.0,,2
淘宝,,166878229,0.0,0.0,,1
淘宝,,167236944,0.0,0.0,,3
淘宝,,167541410,0.0,0.0,,1
淘宝,,167705868,0.0,0.0,,4
淘宝,,168036482,0.0,0.0,,3
淘宝,,169775532,0.0,0.0,,1
淘宝,,170909943,0.0,0.0,,1
淘宝,,171030267,0.0,0.0,,1
淘宝,,171046820,0.0,0.0,,1
淘宝,,171048004,0.0,0.0,,1
淘宝,,171174246,0.0,0.0,,1
淘宝,,171181477,0.0,0.0,,2
淘宝,,171404301,0.0,0.0,,1
淘宝,,171404332,0.0,0.0,,1
淘宝,,172424513,0.0,0.0,,2
淘宝,,172985253,0.0,0.0,,1
淘宝,,173147479,0.0,0.0,,1
淘宝,,174073622,0.0,0.0,,1
淘宝,,174073642,0.0,0.0,,5
淘宝,,174074075,0.0,0.0,,6
淘宝,,1807404,0.0,0.0,,5
淘宝,,1810051,0.0,0.0,,3
淘宝,,1848551,0.0,0.0,,1
淘宝,,1925021,0.0,0.0,,1
淘宝,,1992131,0.0,0.0,,1
淘宝,,2001035443,0.0,0.0,,1
淘宝,,2001509509,0.0,0.0,,1
淘宝,,2032043884,0.0,0.0,,1
淘宝,,2032095380,0.0,0.0,,1
淘宝,,2032443352,0.0,0.0,,1
淘宝,,2032761591,0.0,0.0,,3
淘宝,,2032770024,0.0,0.0,,2
淘宝,,2035106780,0.0,0.0,,6
淘宝,,2041087780,0.0,0.0,,1
淘宝,,2042443401,0.0,0.0,,1
淘宝,,2042521240,0.0,0.0,,1
淘宝,,2042528832,0.0,0.0,,1
淘宝,,2042532851,0.0,0.0,,1
淘宝,,2042668408,0.0,0.0,,2
淘宝,,2042668636,0.0,0.0,,6
淘宝,,2042976848,0.0,0.0,,4
淘宝,,2043061269,0.0,0.0,,1
淘宝,,2043492910,0.0,0.0,,1
淘宝,,2043930957,0.0,0.0,,3
淘宝,,2044115759,0.0,0.0,,1
淘宝,,2054343378,0.0,0.0,,2
淘宝,,2057069234,0.0,0.0,,1
淘宝,,2059152418,0.0,0.0,,1
淘宝,,2066971244,0.0,0.0,,5
淘宝,,2069616372,0.0,0.0,,1
淘宝,,2073354036,0.0,0.0,,6
淘宝,,2082640605,0.0,0.0,,4
淘宝,,2084305395,0.0,0.0,,1
淘宝,,2084478113,0.0,0.0,,1
淘宝,,2087420542,0.0,0.0,,5
淘宝,,2089246273,0.0,0.0,,1
淘宝,,2097485793,0.0,0.0,,2
淘宝,,2098242700,0.0,0.0,,2
淘宝,,2099086302,0.0,0.0,,1
淘宝,,2099448463,0.0,0.0,,2
淘宝,,2112524189,0.0,0.0,,1
淘宝,,2120632945,0.0,0.0,,2
淘宝,,2120639455,0.0,0.0,,2
淘宝,,2121230668,0.0,0.0,,1
淘宝,,2123954138,0.0,0.0,,1
淘宝,,2123965297,0.0,0.0,,17
淘宝,,2124337589,0.0,0.0,,1
淘宝,,2124794991,0.0,0.0,,1
淘宝,,2124801817,0.0,0.0,,3
淘宝,,2128127329,0.0,0.0,,3
淘宝,,2128548514,0.0,0.0,,4
淘宝,,2132126604,0.0,0.0,,1
淘宝,,2135150423,0.0,0.0,,1
淘宝,,234832,0.0,0.0,,3
淘宝,,300023691,0.0,0.0,,3
淘宝,,300042062,0.0,0.0,,5
淘宝,,300062048,0.0,0.0,,1
淘宝,,300152040,0.0,0.0,,1
淘宝,,300152044,0.0,0.0,,1
淘宝,,300676557,0.0,0.0,,2
淘宝,,300752880,0.0,0.0,,1
淘宝,,301122650,0.0,0.0,,1
淘宝,,302309432,0.0,0.0,,6
淘宝,,305148443,0.0,0.0,,1
淘宝,,305223046,0.0,0.0,,1
淘宝,,311272450,0.0,0.0,,1
淘宝,,322318671,0.0,0.0,,3
淘宝,,335625596,0.0,0.0,,2
淘宝,,336235697,0.0,0.0,,2
淘宝,,336737561,0.0,0.0,,1
淘宝,,336747488,0.0,0.0,,4
淘宝,,336757352,0.0,0.0,,4
淘宝,,336814293,0.0,0.0,,2
淘宝,,336862981,0.0,0.0,,1
淘宝,,336873858,0.0,0.0,,1
淘宝,,337552827,0.0,0.0,,5
淘宝,,337692205,0.0,0.0,,1
淘宝,,406501,0.0,0.0,,1
淘宝,,500658209,0.0,0.0,,3
淘宝,,500705227,0.0,0.0,,1
淘宝,,500707980,0.0,0.0,,1
淘宝,,500712228,0.0,0.0,,2
淘宝,,500733001,0.0,0.0,,2
