门店ID,门店名称,分公司,战区,省区,办事处,门店状态,门店类型,加盟&直营,门店分类,美团id,饿了么id,京东秒送id,微盟小程序id,口碑id,美团团购id,抖音id,快手id,高德平台id,TCODE,是否能做线上
C06175,延安永辉吾悦广场店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,商超,8172899,2001409491,,6013997317849,320771,914126992,6862349765678581773,,,1,是
C06178,直属哈尔滨哈尔信学府路店,陕西公司,沈阳战区,辽吉省区,哈尔滨办,正常营业,专卖店,直营,商超,8398338,502014088,15968183.0,6015120058849,320788,1514639964,6862168223039670275,6724909544109499834,,1,是
C06179,广州人和地铁C专卖店,广东公司,广州战区,广东省区,广佛办,关店,渠道店,加盟,街铺,18291396,501141464,,6014225849849,320119,1784073184,7028106905964775437,,,1,是
C06180,福州西园专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06181,梅州丰顺鹏泰专卖店,广东公司,东莞战区,广东省区,惠汕办,关店,专卖店,加盟,商超,14634571,1174767179,,6015250127849,320112,1283005488,6812997209039095819,3003643307092615263,,1,是
C06182,广州番禺荔园新天地专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06183,福州汇达永辉专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,商超,7822031,300676345,,6014011466849,322763,165285219.0,,,,1,是
C06187,哈尔滨哈尔信阳光农园超市店,陕西公司,沈阳战区,辽吉省区,哈尔滨办,关店,专卖店,加盟,商超,7807599,500803507,,6015115783849,318289,1130268327,6820348287069997069,,,1,是
C06188,东莞金域松湖专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专卖店,加盟,街铺,7884518,336757346,,6014147725849,320111,50686132,6729820853837531148,6724909544120491854,,1,是
C06189,安徽阜阳颖泉万达店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,综合体,8383647,500655874,,6013970754849,320688,536086730,,,,1,是
C06191,葫芦岛北站店,陕西公司,沈阳战区,辽吉省区,辽吉外阜办,关店,专卖店,加盟,高势能,,,,,,,,,,1,是
C06192,茂名东汇城专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06195,温州学院中路专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06197,西安中贸广场永辉店,陕西公司,西安战区,陕西省区,西安办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C06198,丽水龙泉剑川大道专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06199,丽水龙泉万家惠专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06201,直属广州天河中心专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,直营,街铺,,,,,,,,,,1,是
C06203,百色田东中心广场专卖店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,街铺,7764656,500707690,,6014893026849,324628,,,,,1,是
C06206,三亚盛万佳专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,商超,7960816,304955768,,6014907972849,320087,1730813546,6807247510264956939,,,1,是
C06207,广东兴盛优选,广东公司,广州战区,广东省区,广佛办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C06208,三亚风情街专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,7960817,304905693,,,320088,773352428,,,,1,是
C06209,三亚机场一店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,高势能,,,,,,,,,,1,是
C06210,三亚机场二店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,高势能,,,,,,,,,,1,否
C06211,济南历下天联购物广场,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,综合体,,,,,,,,,,1,是
C06213,长沙榔梨丰崇超市店,江西公司,长沙战区,湖南省区,长沙办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C06214,台州三门时代联华专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06215,安徽枞阳新世界店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,,,,,,,,,,,1,是
C06217,南京溧水华润苏果店,浙江公司,苏州战区,江苏省区,南京办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C06218,景德镇圆丰超市店,江西公司,九江战区,江西二区,景德镇办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C06219,贵阳花溪贵筑路店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06220,贵阳金阳德福中心店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,加盟,街铺,7942742,1155456093,,6015017423849,318249,1679169610,6868036110170310656,6724909544073197778,,1,是
C06222,聊城东昌府亿沣生活广场店,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,8458031,2032043879,,6015059388849,318528,1963511113,6744588395617519630,6724909544111798585,,1,是
C06223,乌兰浩特万达店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,加盟,综合体,8532917,,,,318281,,6873438669248743431,,,1,是
C06225,南宁江宇世纪沃尔玛专卖店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,综合体,,,,,,,,,,1,是
C06226,奉新冯川三小店,江西公司,南昌二战区,江西二区,宜春办,正常营业,专卖店,加盟,街铺,,,,6015167410849,,1243636128,7254868037378803749,,2026030511077000000115224761|xiniu_xgc_bgc,1,是
C06227,株洲中心广场王府井店,江西公司,长沙战区,湖南省区,株洲办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06228,璜垦新力钰珑湾,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,19152056,312218838,16189122.0,6015116844849,317989,1341857753,6999826706370398239,6724909426008941519,,1,是
C06229,贵阳瑞金南路店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,加盟,街铺,7798483,501156714,,,,967221186,,,,1,是
C06230,河源龙川水贝专卖店,广东公司,东莞战区,广东省区,惠汕办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06231,河南鹤壁裕隆中心店,陕西公司,郑州战区,河南省区,河南外阜办,关店,专卖店,加盟,综合体,8265547,2042718034,,6013996258849,322733,1486905539,6863095902358308878,,,1,是
C06232,汕尾信利广场专卖店,广东公司,东莞战区,广东省区,惠汕办,关店,专卖店,加盟,商超,8073995,304985806,,,320875,164885127,,,,1,是
C06233,温州乐清正泰园区专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06234,营销团购(员工),江西公司,南昌一战区,江西一区,南昌二办,关店,渠道店,直营,特殊渠道,,,,,,,,,,1,是
C06235,九江彭泽海正明湖联盛店,江西公司,九江战区,江西二区,九江办,关店,专卖店,加盟,街铺,,,,6015167210849,319855,,,,,1,是
C06236,北京南站3店,陕西公司,北京战区,京津冀省区,北京办,关店,专柜店,加盟,高势能,,,,,,,,,,1,是
C06238,山西长治美市多超市店,陕西公司,西安战区,山西办,山西办,关店,专卖店,加盟,商超,8172900,2083985675,,6015300348849,319617,1397497500,,,,1,是
C06239,山西长治博源超市店,陕西公司,西安战区,山西办,山西办,关店,专卖店,加盟,商超,8172668,505961314.0,,6015300458849,319614,,6862491629824083968,,,1,是
C06240,九江鄱阳湖服务区南店,江西公司,九江战区,江西二区,九江办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C06241,九江鄱阳湖服务区北店,江西公司,九江战区,江西二区,九江办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C06242,三明大润发专卖店,江西公司,福州战区,福建省区,闽北办,关店,专卖店,加盟,商超,9279228,337672394,,6014010261849,322765,168874982,,,,1,是
C06245,文昌百佳汇专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,,,,,,1599411039,,,,1,是
C06246,岳阳友阿国际广场店,江西公司,长沙战区,湖南省区,长沙办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C06249,直属哈尔滨大润发通乡店,陕西公司,沈阳战区,辽吉省区,哈尔滨办,关店,专卖店,直营,商超,,,,,,,,,,1,是
C06250,济南章丘大润发店（禁用）,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,cover_C06250_12788608,502940138,,,cover_C06250_600989,cover_C06250_1503120313,,,,1,是
C06252,湖北麻城沃尔玛店,江西公司,九江战区,湖北办,湖北办,关店,专卖店,加盟,商超,8872720,,,,319859,1494117228,,,,1,是
C06253,江苏常州华润万家巢湖店,浙江公司,苏州战区,江苏省区,苏州办,关店,专卖店,加盟,综合体,,,,,,,,,,1,是
C06255,墨山梅村店,江西公司,南昌二战区,江西二区,南昌四办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06256,安顺平坝中山中路店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,街铺,8043522,305249175,,6015014625849,320907,1004231062,6849307424013223943,3002695881137007897,,1,是
C06257,广州萝岗香雪地铁专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,街铺,8212913,300752880.0,,6014314812849,320123,1501858777,6730432892717041677,2161722482272805566,,1,是
C06258,海口和信广场店,广东公司,海口战区,海南办,海南办,正常营业,专卖店,加盟,综合体,25863313,522338758,15905445.0,6014903173849,320096,903906096,6815407026177378312,,,1,是
C06259,宝安沙井共和店,广东公司,深圳战区,广东省区,宝安办,正常营业,专卖店,加盟,街铺,8563969,2074628171,14594565.0,6014151782849,319569,1072559495,6977189480637663268,2161875996305457769,2026031911077000000115284971|xiniu_xgc_bgc,1,是
C06261,惠州机场店,广东公司,东莞战区,广东省区,惠汕办,关店,专柜店,加盟,高势能,,,,,,,,,,1,否
C06262,直属厦门思北专卖店,江西公司,厦门战区,福建省区,直营组,关店,专卖店,直营,街铺,8166803,501093819,,6013965350849,318518,164096153,,,,1,是
C06263,直属杭州新风路店,浙江公司,杭州战区,浙江省区,杭州办,关店,专卖店,加盟,街铺,7840904,2035622356,,,318005,1600738246,,,,1,是
C06265,牡丹江大润发西安店,陕西公司,沈阳战区,辽吉省区,哈尔滨办,关店,专卖店,加盟,商超,8398343,322335510,,6015118475849,322695,1354784560,6900300546817656839,,,1,是
C06266,西安永辉西咸吾悦广场店,陕西公司,西安战区,陕西省区,西安办,关店,专卖店,加盟,商超,26825310,2001401260,,6013996638849,320774,1324762695,7069681794538276864,,,1,是
C06267,韶关翁源惠民专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,商超,7884511,,,6014251826849,319570,575615717,,,,1,是
C06268,湖北阳新三溪店,江西公司,九江战区,湖北办,湖北办,关店,专卖店,加盟,,8871918,,,,319860,1888188430,,,,1,是
C06269,佛山南舜嘉荣专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C06271,井冈山机场店（吉安市宏诺商贸有限公司）,江西公司,赣州战区,江西一区,吉安办,正常营业,专卖店,加盟,高势能,,,,6015167632849,,,,,,1,是
C06272,合肥四里河永辉店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,商超,8080634,2001765693,,6013973404849,317994,837672533,,,,1,是
C06273,合肥万象汇永辉店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
